0	[SLAMPOS]	0	-483.850	192.290	0	62.870	0	0	
0	[SLAMPOS]	0	-483.820	192.300	0	62.870	0	0	
0	[SLAMPOS]	0	-483.800	192.310	0	62.870	0	0	
0	[SLAMPOS]	0	-483.730	192.350	0	62.870	0	0	
0	[SLAMPOS]	0	-483.710	192.350	0	62.870	0	0	
0	[SLAMPOS]	0	-483.660	192.380	0	62.870	0	0	
0	[SLAMPOS]	0	-483.610	192.400	0	62.870	0	0	
0	[SLAMPOS]	0	-483.590	192.410	0	62.870	0	0	
0	[SLAMPOS]	0	-483.530	192.440	0	62.870	0	0	
0	[SLAMPOS]	0	-483.520	192.450	0	62.880	0	0	
0	[SLAMPOS]	0	-483.450	192.480	0	62.880	0	0	
0	[SLAMPOS]	0	-483.360	192.520	0	62.880	0	0	
0	[SLAMPOS]	0	-483.350	192.530	0	62.880	0	0	
0	[SLAMPOS]	0	-483.270	192.570	0	62.890	0	0	
0	[SLAMPOS]	0	-483.200	192.600	0	62.890	0	0	
0	[SLAMPOS]	0	-483.160	192.620	0	62.890	0	0	
0	[SLAMPOS]	0	-483.030	192.680	0	62.890	0	0	
0	[SLAMPOS]	0	-482.990	192.700	0	62.890	0	0	
0	[SLAMPOS]	0	-482.950	192.720	0	62.900	0	0	
0	[SLAMPOS]	0	-482.800	192.790	0	62.880	0	0	
0	[SLAMPOS]	0	-482.750	192.810	0	62.910	0	0	
0	[SLAMPOS]	0	-482.660	192.860	0	62.900	0	0	
0	[SLAMPOS]	0	-482.550	192.910	0	62.870	0	0	
0	[SLAMPOS]	0	-482.520	192.930	0	62.870	0	0	
0	[SLAMPOS]	0	-482.380	192.990	0	62.890	0	0	
0	[SLAMPOS]	0	-482.280	193.040	0	62.880	0	0	
0	[SLAMPOS]	0	-482.220	193.070	0	62.920	0	0	
0	[SLAMPOS]	0	-482.020	193.170	0	62.870	0	0	
0	[SLAMPOS]	0	-481.970	193.190	0	62.850	0	0	
0	[SLAMPOS]	0	-481.900	193.220	0	62.900	0	0	
0	[SLAMPOS]	0	-481.670	193.330	0	62.890	0	0	
0	[SLAMPOS]	0	-481.610	193.360	0	62.880	0	0	
0	[SLAMPOS]	0	-481.470	193.430	0	62.890	0	0	
0	[SLAMPOS]	0	-481.290	193.510	0	62.910	0	0	
0	[SLAMPOS]	0	-481.250	193.530	0	62.900	0	0	
0	[SLAMPOS]	0	-481.070	193.610	0	62.890	0	0	
0	[SLAMPOS]	0	-481.020	193.640	0	62.880	0	0	
0	[SLAMPOS]	0	-480.840	193.730	0	62.880	0	0	
0	[SLAMPOS]	0	-480.640	193.820	0	62.880	0	0	
0	[SLAMPOS]	0	-480.590	193.850	0	62.870	0	0	
0	[SLAMPOS]	0	-480.400	193.940	0	62.820	0	0	
0	[SLAMPOS]	0	-480.220	194.030	0	62.810	0	0	
0	[SLAMPOS]	0	-480.140	194.070	0	62.800	0	0	
0	[SLAMPOS]	0	-479.830	194.230	0	62.760	0	0	
0	[SLAMPOS]	0	-479.740	194.270	0	62.750	0	0	
0	[SLAMPOS]	0	-479.540	194.360	0	62.800	0	0	
