0	[SLPS]	0	174.979	89.344	0	63.196	0	0	
0	[SLPS]	0	174.979	89.344	0	63.196	0	0	
0	[SLPS]	0	175.314	89.512	0	63.209	0	0	
0	[SLPS]	0	175.314	89.512	0	63.209	0	0	
0	[SLPS]	0	175.486	89.597	0	63.209	0	0	
0	[SLPS]	0	175.648	89.682	0	63.201	0	0	
0	[SLPS]	0	175.816	89.760	0	63.212	0	0	
0	[SLPS]	0	175.988	89.843	0	63.219	0	0	
0	[SLPS]	0	175.988	89.843	0	63.219	0	0	
0	[SLPS]	0	176.155	89.931	0	63.216	0	0	
0	[SLPS]	0	176.316	90.010	0	63.219	0	0	
0	[SLPS]	0	176.484	90.090	0	63.219	0	0	
0	[SLPS]	0	176.652	90.182	0	63.209	0	0	
0	[SLPS]	0	176.652	90.182	0	63.209	0	0	
0	[SLPS]	0	176.815	90.260	0	63.217	0	0	
0	[SLPS]	0	176.984	90.339	0	63.225	0	0	
0	[SLPS]	0	177.154	90.430	0	63.218	0	0	
0	[SLPS]	0	177.306	90.514	0	63.213	0	0	
0	[SLPS]	0	177.306	90.514	0	63.213	0	0	
0	[SLPS]	0	177.638	90.680	0	63.227	0	0	
0	[SLPS]	0	177.638	90.680	0	63.227	0	0	
0	[SLPS]	0	177.802	90.768	0	63.228	0	0	
0	[SLPS]	0	177.967	90.848	0	63.234	0	0	
0	[SLPS]	0	177.967	90.848	0	63.234	0	0	
0	[SLPS]	0	178.297	91.008	0	63.245	0	0	
0	[SLPS]	0	178.297	91.008	0	63.245	0	0	
0	[SLPS]	0	178.468	91.099	0	63.241	0	0	
0	[SLPS]	0	178.636	91.179	0	63.246	0	0	
0	[SLPS]	0	178.636	91.179	0	63.246	0	0	
0	[SLPS]	0	178.971	91.351	0	63.251	0	0	
0	[SLPS]	0	178.971	91.351	0	63.251	0	0	
0	[SLPS]	0	179.142	91.439	0	63.248	0	0	
0	[SLPS]	0	179.309	91.524	0	63.252	0	0	
0	[SLPS]	0	179.309	91.524	0	63.252	0	0	
0	[SLPS]	0	179.650	91.695	0	63.264	0	0	
