100	[SLAMPOS]	0	-2.08864	20.3157	356.663
100	[SLAMPOS]	0	-2.08471	20.31	356.657
100	[SLAMPOS]	0	-2.08984	20.3105	356.675
100	[SLAMPOS]	0	-2.09765	20.3168	356.676
100	[SLAMPOS]	0	-2.08686	20.316	356.671
100	[SLAMPOS]	0	-2.09493	20.3072	356.676
100	[SLAMPOS]	0	-2.08556	20.3083	356.674
100	[SLAMPOS]	0	-2.09241	20.3101	356.675
100	[SLAMPOS]	0	-2.09692	20.3206	356.677
100	[SLAMPOS]	0	-2.08801	20.3068	356.674
100	[SLAMPOS]	0	-2.08505	20.3178	356.675
100	[SLAMPOS]	0	-2.10173	20.326	356.692
100	[SLAMPOS]	0	-2.10641	20.3587	356.665
100	[SLAMPOS]	0	-2.07675	20.3941	356.645
100	[SLAMPOS]	0	-2.0832	20.4777	356.649
100	[SLAMPOS]	0	-2.08216	20.5396	356.674
100	[SLAMPOS]	0	-2.09697	20.6842	356.696
100	[SLAMPOS]	0	-2.10532	20.8151	356.708
100	[SLAMPOS]	0	-2.12438	20.9258	356.743
100	[SLAMPOS]	0	-2.14147	21.2743	356.784
100	[SLAMPOS]	0	-2.13342	21.3635	356.775
100	[SLAMPOS]	0	-2.17298	21.6604	356.815
100	[SLAMPOS]	0	-2.15789	21.7403	356.801
100	[SLAMPOS]	0	-2.15892	22.1582	356.822
100	[SLAMPOS]	0	-2.19666	22.4921	356.873
100	[SLAMPOS]	0	-2.20206	22.8373	356.898
100	[SLAMPOS]	0	-2.22737	23.1966	356.94
100	[SLAMPOS]	0	-2.24186	23.4504	356.959
100	[SLAMPOS]	0	-2.24698	23.8054	356.951
100	[SLAMPOS]	0	-2.25685	24.0717	356.951
100	[SLAMPOS]	0	-2.28465	24.5694	356.956
100	[SLAMPOS]	0	-2.29103	24.9171	356.945
100	[SLAMPOS]	0	-2.30176	25.1968	356.946
100	[SLAMPOS]	0	-2.30575	25.573	356.905
100	[SLAMPOS]	0	-2.3295	25.9605	356.932
100	[SLAMPOS]	0	-2.34166	26.3494	356.906
100	[SLAMPOS]	0	-2.37329	26.7278	356.926
100	[SLAMPOS]	0	-2.37698	26.9891	356.92
100	[SLAMPOS]	0	-2.41952	27.4856	356.959
100	[SLAMPOS]	0	-2.41695	27.6582	356.942
100	[SLAMPOS]	0	-2.4436	28.2854	356.974
100	[SLAMPOS]	0	-2.45848	28.5489	357.009
100	[SLAMPOS]	0	-2.45687	28.9827	356.998
100	[SLAMPOS]	0	-2.46519	29.4945	357.037
100	[SLAMPOS]	0	-2.50119	29.8834	357.082
100	[SLAMPOS]	0	-2.5339	30.4806	357.153
100	[SLAMPOS]	0	-2.5543	30.886	357.197
100	[SLAMPOS]	0	-2.55976	31.1542	357.203
100	[SLAMPOS]	0	-2.56236	31.571	357.207
100	[SLAMPOS]	0	-2.57702	31.9903	357.232
100	[SLAMPOS]	0	-2.58754	32.2789	357.242
100	[SLAMPOS]	0	-2.59471	32.7047	357.246
100	[SLAMPOS]	0	-2.62703	33.1252	357.282
100	[SLAMPOS]	0	-2.63139	33.2743	357.299
100	[SLAMPOS]	0	-2.66817	34.0015	357.383
100	[SLAMPOS]	0	-2.66205	34.1612	357.377
100	[SLAMPOS]	0	-2.68765	34.5745	357.443
100	[SLAMPOS]	0	-2.70326	35.0225	357.451
100	[SLAMPOS]	0	-2.71352	35.4418	357.463
100	[SLAMPOS]	0	-2.71184	35.7322	357.487
100	[SLAMPOS]	0	-2.74785	36.1623	357.558
100	[SLAMPOS]	0	-2.7673	36.5905	357.576
100	[SLAMPOS]	0	-2.77419	37.0479	357.617
100	[SLAMPOS]	0	-2.8064	37.4889	357.673
100	[SLAMPOS]	0	-2.82353	37.8544	357.712
100	[SLAMPOS]	0	-2.84652	38.4552	357.707
100	[SLAMPOS]	0	-2.85647	38.7833	357.731
100	[SLAMPOS]	0	-2.86216	39.2464	357.713
100	[SLAMPOS]	0	-2.88356	39.7266	357.732
100	[SLAMPOS]	0	-2.90436	40.1871	357.761
100	[SLAMPOS]	0	-2.91433	40.4739	357.752
100	[SLAMPOS]	0	-2.92299	41.0723	357.722
100	[SLAMPOS]	0	-2.96375	41.5488	357.726
100	[SLAMPOS]	0	-2.98587	41.9951	357.761
100	[SLAMPOS]	0	-2.98084	42.3332	357.734
100	[SLAMPOS]	0	-2.99465	42.6684	357.735
100	[SLAMPOS]	0	-3.01464	43.326	357.768
100	[SLAMPOS]	0	-3.03328	43.7922	357.767
100	[SLAMPOS]	0	-3.04293	44.2568	357.78
100	[SLAMPOS]	0	-3.08123	44.869	357.77
100	[SLAMPOS]	0	-3.09287	45.222	357.77
100	[SLAMPOS]	0	-3.11247	45.845	357.769
100	[SLAMPOS]	0	-3.12745	46.1447	357.77
100	[SLAMPOS]	0	-3.12872	46.6017	357.738
100	[SLAMPOS]	0	-3.13776	46.9069	357.737
100	[SLAMPOS]	0	-3.16329	47.4934	357.749
100	[SLAMPOS]	0	-3.17578	47.8157	357.751
100	[SLAMPOS]	0	-3.19326	48.2645	357.761
100	[SLAMPOS]	0	-3.18861	48.5523	357.765
100	[SLAMPOS]	0	-3.20915	48.9793	357.731
100	[SLAMPOS]	0	-3.23692	49.4069	357.782
100	[SLAMPOS]	0	-3.25853	49.8284	357.787
100	[SLAMPOS]	0	-3.2646	50.3997	357.777
100	[SLAMPOS]	0	-3.27197	50.8433	357.727
100	[SLAMPOS]	0	-3.27061	51.2627	357.713
100	[SLAMPOS]	0	-3.27804	51.6957	357.698
100	[SLAMPOS]	0	-3.3022	52.0963	357.711
100	[SLAMPOS]	0	-3.32883	52.5364	357.73
100	[SLAMPOS]	0	-3.35645	52.7843	357.802
100	[SLAMPOS]	0	-3.34288	53.1737	357.737
100	[SLAMPOS]	0	-3.36621	53.4836	357.742
100	[SLAMPOS]	0	-3.39985	53.8992	357.779
100	[SLAMPOS]	0	-3.39255	54.4102	357.745
100	[SLAMPOS]	0	-3.38881	54.8418	357.681
100	[SLAMPOS]	0	-3.39891	54.9751	357.696
100	[SLAMPOS]	0	-3.41415	55.5729	357.727
100	[SLAMPOS]	0	-3.40333	55.8778	357.693
100	[SLAMPOS]	0	-3.41332	56.1721	357.699
100	[SLAMPOS]	0	-3.42944	56.7695	357.75
100	[SLAMPOS]	0	-3.43651	57.2232	357.747
100	[SLAMPOS]	0	-3.44577	57.6563	357.722
100	[SLAMPOS]	0	-3.47234	58.0758	357.754
100	[SLAMPOS]	0	-3.46782	58.3826	357.697
100	[SLAMPOS]	0	-3.48242	58.7986	357.736
100	[SLAMPOS]	0	-3.49997	59.2425	357.753
100	[SLAMPOS]	0	-3.53516	59.6597	357.751
100	[SLAMPOS]	0	-3.54708	59.949	357.77
100	[SLAMPOS]	0	-3.5384	60.2176	357.737
100	[SLAMPOS]	0	-3.5572	60.6836	357.756
100	[SLAMPOS]	0	-3.57461	61.2202	357.773
100	[SLAMPOS]	0	-3.59752	61.6415	357.761
100	[SLAMPOS]	0	-3.58527	61.8929	357.728
100	[SLAMPOS]	0	-3.59957	62.3244	357.734
100	[SLAMPOS]	0	-3.61821	62.5935	357.732
100	[SLAMPOS]	0	-3.63602	63.006	357.754
100	[SLAMPOS]	0	-3.64443	63.2434	357.739
100	[SLAMPOS]	0	-3.65531	63.6905	357.737
100	[SLAMPOS]	0	-3.66405	63.9741	357.7
100	[SLAMPOS]	0	-3.69545	64.2164	357.738
100	[SLAMPOS]	0	-3.69524	64.6435	357.692
100	[SLAMPOS]	0	-3.69809	65.1097	357.641
100	[SLAMPOS]	0	-3.70915	65.393	357.657
100	[SLAMPOS]	0	-3.72444	65.8458	357.635
100	[SLAMPOS]	0	-3.73618	66.1348	357.643
100	[SLAMPOS]	0	-3.7577	66.5759	357.659
100	[SLAMPOS]	0	-3.75925	66.8431	357.588
100	[SLAMPOS]	0	-3.76478	67.1521	357.6
100	[SLAMPOS]	0	-3.80234	67.7118	357.632
100	[SLAMPOS]	0	-3.79839	67.9848	357.6
100	[SLAMPOS]	0	-3.81644	68.261	357.583
100	[SLAMPOS]	0	-3.82706	68.6265	357.548
100	[SLAMPOS]	0	-3.83039	68.9349	357.523
100	[SLAMPOS]	0	-3.84455	69.3518	357.544
100	[SLAMPOS]	0	-3.86828	69.6924	357.521
100	[SLAMPOS]	0	-3.86588	69.9517	357.47
100	[SLAMPOS]	0	-3.85614	70.3379	357.387
100	[SLAMPOS]	0	-3.87516	70.554	357.383
