1	[SLPS]	0	1146.014	1280.595	0	174.768	0	0	0	0	
1	[SLPS]	0	1146.045	1280.250	0	174.760	0	0	0	0	
1	[SLPS]	0	1146.077	1279.904	0	174.757	0	0	0	0	
1	[SLPS]	0	1146.109	1279.557	0	174.747	0	0	0	0	
1	[SLPS]	0	1146.141	1279.209	0	174.749	0	0	0	0	
1	[SLPS]	0	1146.173	1278.860	0	174.743	0	0	0	0	
1	[SLPS]	0	1146.205	1278.510	0	174.743	0	0	0	0	
1	[SLPS]	0	1146.237	1278.159	0	174.734	0	0	0	0	
1	[SLPS]	0	1146.270	1277.807	0	174.738	0	0	0	0	
1	[SLPS]	0	1146.302	1277.454	0	174.733	0	0	0	0	
1	[SLPS]	0	1146.335	1277.100	0	174.735	0	0	0	0	
1	[SLPS]	0	1146.367	1276.746	0	174.728	0	0	0	0	
1	[SLPS]	0	1146.400	1276.392	0	174.728	0	0	0	0	
1	[SLPS]	0	1146.433	1276.037	0	174.725	0	0	0	0	
1	[SLPS]	0	1146.466	1275.681	0	174.728	0	0	0	0	
1	[SLPS]	0	1146.498	1275.326	0	174.730	0	0	0	0	
1	[SLPS]	0	1146.531	1274.970	0	174.731	0	0	0	0	
1	[SLPS]	0	1146.564	1274.614	0	174.724	0	0	0	0	
1	[SLPS]	0	1146.597	1274.258	0	174.722	0	0	0	0	
1	[SLPS]	0	1146.630	1273.902	0	174.726	0	0	0	0	
1	[SLPS]	0	1146.663	1273.546	0	174.729	0	0	0	0	
1	[SLPS]	0	1146.696	1273.190	0	174.730	0	0	0	0	
1	[SLPS]	0	1146.728	1272.834	0	174.730	0	0	0	0	
1	[SLPS]	0	1146.761	1272.479	0	174.736	0	0	0	0	
1	[SLPS]	0	1146.794	1272.125	0	174.734	0	0	0	0	
1	[SLPS]	0	1146.826	1271.770	0	174.738	0	0	0	0	
1	[SLPS]	0	1146.859	1271.417	0	174.740	0	0	0	0	
1	[SLPS]	0	1146.892	1271.064	0	174.748	0	0	0	0	
1	[SLPS]	0	1146.924	1270.711	0	174.747	0	0	0	0	
1	[SLPS]	0	1146.956	1270.360	0	174.753	0	0	0	0	
1	[SLPS]	0	1146.989	1270.009	0	174.757	0	0	0	0	
1	[SLPS]	0	1147.021	1269.660	0	174.760	0	0	0	0	
1	[SLPS]	0	1147.053	1269.311	0	174.761	0	0	0	0	
1	[SLPS]	0	1147.084	1268.964	0	174.768	0	0	0	0	
1	[SLPS]	0	1147.116	1268.618	0	174.774	0	0	0	0	
1	[SLPS]	0	1147.148	1268.273	0	174.780	0	0	0	0	
1	[SLPS]	0	1147.179	1267.929	0	174.784	0	0	0	0	
1	[SLPS]	0	1147.210	1267.587	0	174.794	0	0	0	0	
1	[SLPS]	0	1147.242	1267.247	0	174.802	0	0	0	0	
1	[SLPS]	0	1147.272	1266.908	0	174.809	0	0	0	0	
1	[SLPS]	0	1147.303	1266.570	0	174.815	0	0	0	0	
1	[SLPS]	0	1147.334	1266.235	0	174.827	0	0	0	0	
1	[SLPS]	0	1147.364	1265.901	0	174.837	0	0	0	0	
1	[SLPS]	0	1147.394	1265.569	0	174.847	0	0	0	0	
1	[SLPS]	0	1147.424	1265.240	0	174.855	0	0	0	0	
1	[SLPS]	0	1147.453	1264.912	0	174.867	0	0	0	0	
1	[SLPS]	0	1147.483	1264.587	0	174.878	0	0	0	0	
1	[SLPS]	0	1147.512	1264.263	0	174.889	0	0	0	0	
1	[SLPS]	0	1147.541	1263.942	0	174.903	0	0	0	0	
1	[SLPS]	0	1147.569	1263.624	0	174.916	0	0	0	0	
1	[SLPS]	0	1147.597	1263.308	0	174.923	0	0	0	0	
1	[SLPS]	0	1147.625	1262.994	0	174.940	0	0	0	0	
1	[SLPS]	0	1147.653	1262.683	0	174.950	0	0	0	0	
1	[SLPS]	0	1147.680	1262.375	0	174.970	0	0	0	0	
1	[SLPS]	0	1147.707	1262.070	0	174.990	0	0	0	0	
1	[SLPS]	0	1147.734	1261.767	0	175.000	0	0	0	0	
1	[SLPS]	0	1147.761	1261.462	0	175.016	0	0	0	0	
1	[SLPS]	0	1147.787	1261.160	0	175.028	0	0	0	0	
1	[SLPS]	0	1147.813	1260.861	0	175.042	0	0	0	0	
1	[SLPS]	0	1147.839	1260.565	0	175.064	0	0	0	0	
1	[SLPS]	0	1147.865	1260.271	0	175.075	0	0	0	0	
1	[SLPS]	0	1147.890	1259.980	0	175.088	0	0	0	0	
1	[SLPS]	0	1147.915	1259.692	0	175.103	0	0	0	0	
1	[SLPS]	0	1147.939	1259.406	0	175.113	0	0	0	0	
1	[SLPS]	0	1147.964	1259.122	0	175.137	0	0	0	0	
1	[SLPS]	0	1147.988	1258.841	0	175.145	0	0	0	0	
1	[SLPS]	0	1148.011	1258.562	0	175.160	0	0	0	0	
1	[SLPS]	0	1148.035	1258.285	0	175.170	0	0	0	0	
1	[SLPS]	0	1148.058	1258.010	0	175.176	0	0	0	0	
1	[SLPS]	0	1148.081	1257.737	0	175.196	0	0	0	0	
1	[SLPS]	0	1148.104	1257.466	0	175.205	0	0	0	0	
1	[SLPS]	0	1148.127	1257.197	0	175.222	0	0	0	0	
1	[SLPS]	0	1148.149	1256.929	0	175.228	0	0	0	0	
1	[SLPS]	0	1148.172	1256.664	0	175.235	0	0	0	0	
1	[SLPS]	0	1148.194	1256.399	0	175.251	0	0	0	0	
1	[SLPS]	0	1148.216	1256.137	0	175.254	0	0	0	0	
1	[SLPS]	0	1148.237	1255.875	0	175.267	0	0	0	0	
1	[SLPS]	0	1148.259	1255.615	0	175.273	0	0	0	0	
1	[SLPS]	0	1148.280	1255.356	0	175.275	0	0	0	0	
1	[SLPS]	0	1148.302	1255.099	0	175.285	0	0	0	0	
1	[SLPS]	0	1148.323	1254.842	0	175.290	0	0	0	0	
1	[SLPS]	0	1148.344	1254.586	0	175.303	0	0	0	0	
1	[SLPS]	0	1148.365	1254.331	0	175.304	0	0	0	0	
1	[SLPS]	0	1148.386	1254.077	0	175.307	0	0	0	0	
1	[SLPS]	0	1148.407	1253.824	0	175.318	0	0	0	0	
1	[SLPS]	0	1148.427	1253.571	0	175.311	0	0	0	0	
1	[SLPS]	0	1148.448	1253.319	0	175.317	0	0	0	0	
1	[SLPS]	0	1148.469	1253.068	0	175.319	0	0	0	0	
1	[SLPS]	0	1148.489	1252.816	0	175.316	0	0	0	0	
1	[SLPS]	0	1148.510	1252.565	0	175.321	0	0	0	0	
1	[SLPS]	0	1148.531	1252.315	0	175.321	0	0	0	0	
1	[SLPS]	0	1148.551	1252.064	0	175.322	0	0	0	0	
1	[SLPS]	0	1148.572	1251.814	0	175.325	0	0	0	0	
1	[SLPS]	0	1148.592	1251.563	0	175.322	0	0	0	0	
1	[SLPS]	0	1148.613	1251.313	0	175.322	0	0	0	0	
1	[SLPS]	0	1148.633	1251.062	0	175.315	0	0	0	0	
1	[SLPS]	0	1148.654	1250.811	0	175.310	0	0	0	0	
1	[SLPS]	0	1148.674	1250.559	0	175.307	0	0	0	0	
1	[SLPS]	0	1148.695	1250.307	0	175.299	0	0	0	0	
1	[SLPS]	0	1148.716	1250.055	0	175.292	0	0	0	0	
1	[SLPS]	0	1148.736	1249.802	0	175.286	0	0	0	0	
1	[SLPS]	0	1148.757	1249.548	0	175.276	0	0	0	0	
1	[SLPS]	0	1148.778	1249.293	0	175.274	0	0	0	0	
1	[SLPS]	0	1148.799	1249.038	0	175.267	0	0	0	0	
1	[SLPS]	0	1148.820	1248.782	0	175.260	0	0	0	0	
1	[SLPS]	0	1148.842	1248.524	0	175.249	0	0	0	0	
1	[SLPS]	0	1148.863	1248.266	0	175.240	0	0	0	0	
1	[SLPS]	0	1148.885	1248.006	0	175.240	0	0	0	0	
1	[SLPS]	0	1148.906	1247.745	0	175.240	0	0	0	0	
1	[SLPS]	0	1148.928	1247.483	0	175.240	0	0	0	0	
1	[SLPS]	0	1148.950	1247.219	0	175.240	0	0	0	0	
